gene	Sample_ID	compendium_version	rollup_cohort
IL11RA	TH34_1349_S02	v8	pancancer
ITGA10	TH34_1349_S02	v8	pancancer
ITIH1	TH34_1349_S02	v8	pancancer
ITIH2	TH34_1349_S02	v8	pancancer
ITIH3	TH34_1349_S02	v8	pancancer
ITIH4	TH34_1349_S02	v8	pancancer
KANK2	TH34_1349_S02	v8	pancancer
KCNK3	TH34_1349_S02	v8	pancancer
KCTD12	TH34_1349_S02	v8	pancancer
KIF21B	TH34_1349_S02	v8	pancancer
KIT	TH34_1349_S02	v8	pancancer
KNG1	TH34_1349_S02	v8	pancancer
LGI4	TH34_1349_S02	v8	pancancer
LRRC4B	TH34_1349_S02	v8	pancancer
LSAMP	TH34_1349_S02	v8	pancancer
MASP2	TH34_1349_S02	v8	pancancer
MAT1A	TH34_1349_S02	v8	pancancer
MEIS1	TH34_1349_S02	v8	pancancer
MIR143HG	TH34_1349_S02	v8	pancancer
MRVI1	TH34_1349_S02	v8	pancancer
NBPF11	TH34_1349_S02	v8	pancancer
NEFL	TH34_1349_S02	v8	pancancer
NELL1	TH34_1349_S02	v8	pancancer
NEXN	TH34_1349_S02	v8	pancancer
NKX3-2	TH34_1349_S02	v8	pancancer
NLGN4Y	TH34_1349_S02	v8	pancancer
OBSCN	TH34_1349_S02	v8	pancancer
ORM1	TH34_1349_S02	v8	pancancer
ORM2	TH34_1349_S02	v8	pancancer
PAH	TH34_1349_S02	v8	pancancer
PCK1	TH34_1349_S02	v8	pancancer
PDE1A	TH34_1349_S02	v8	pancancer
PDE3A	TH34_1349_S02	v8	pancancer
PDE8A	TH34_1349_S02	v8	pancancer
PGM5	TH34_1349_S02	v8	pancancer
PIDD1	TH34_1349_S02	v8	pancancer
PIP4K2A	TH34_1349_S02	v8	pancancer
PLAGL1	TH34_1349_S02	v8	pancancer
PLAT	TH34_1349_S02	v8	pancancer
PLG	TH34_1349_S02	v8	pancancer
PNISR	TH34_1349_S02	v8	pancancer
PON1	TH34_1349_S02	v8	pancancer
PRAP1	TH34_1349_S02	v8	pancancer
PRKAR2B	TH34_1349_S02	v8	pancancer
PRKCQ	TH34_1349_S02	v8	pancancer
PRKCQ-AS1	TH34_1349_S02	v8	pancancer
PROC	TH34_1349_S02	v8	pancancer
PRRT2	TH34_1349_S02	v8	pancancer
PTCH1	TH34_1349_S02	v8	pancancer
PTGIS	TH34_1349_S02	v8	pancancer
PTH1R	TH34_1349_S02	v8	pancancer
PTP4A3	TH34_1349_S02	v8	pancancer
PTPN12	TH34_1349_S02	v8	pancancer
PWWP2A	TH34_1349_S02	v8	pancancer
RAB28	TH34_1349_S02	v8	pancancer
RABGAP1L	TH34_1349_S02	v8	pancancer
RASGEF1B	TH34_1349_S02	v8	pancancer
RASSF2	TH34_1349_S02	v8	pancancer
RBP4	TH34_1349_S02	v8	pancancer
RELN	TH34_1349_S02	v8	pancancer
RGS2	TH34_1349_S02	v8	pancancer
RGS4	TH34_1349_S02	v8	pancancer
RGS7BP	TH34_1349_S02	v8	pancancer
RNA5SP216	TH34_1349_S02	v8	pancancer
RNPC3	TH34_1349_S02	v8	pancancer
RP11-323N12.5	TH34_1349_S02	v8	pancancer
RP11-384F7.2	TH34_1349_S02	v8	pancancer
RP11-394O4.5	TH34_1349_S02	v8	pancancer
RP11-626H12.1	TH34_1349_S02	v8	pancancer
RP11-693N9.2	TH34_1349_S02	v8	pancancer
SAA4	TH34_1349_S02	v8	pancancer
SERPINA11	TH34_1349_S02	v8	pancancer
SERPINA4	TH34_1349_S02	v8	pancancer
SERPINA6	TH34_1349_S02	v8	pancancer
SERPINC1	TH34_1349_S02	v8	pancancer
SERPIND1	TH34_1349_S02	v8	pancancer
SERPINF2	TH34_1349_S02	v8	pancancer
SERTAD4	TH34_1349_S02	v8	pancancer
SFRP1	TH34_1349_S02	v8	pancancer
SIX2	TH34_1349_S02	v8	pancancer
SLC12A2	TH34_1349_S02	v8	pancancer
SLC13A5	TH34_1349_S02	v8	pancancer
SLC22A1	TH34_1349_S02	v8	pancancer
SLC25A47	TH34_1349_S02	v8	pancancer
SLC2A2	TH34_1349_S02	v8	pancancer
SMTN	TH34_1349_S02	v8	pancancer
SMYD4	TH34_1349_S02	v8	pancancer
SPRY4	TH34_1349_S02	v8	pancancer
SRSF5	TH34_1349_S02	v8	pancancer
ST5	TH34_1349_S02	v8	pancancer
STIM2	TH34_1349_S02	v8	pancancer
SULT2A1	TH34_1349_S02	v8	pancancer
SYNM	TH34_1349_S02	v8	pancancer
TAPBPL	TH34_1349_S02	v8	pancancer
TAT	TH34_1349_S02	v8	pancancer
TF	TH34_1349_S02	v8	pancancer
TFR2	TH34_1349_S02	v8	pancancer
TM4SF4	TH34_1349_S02	v8	pancancer
TMEM30A	TH34_1349_S02	v8	pancancer
TMEM59L	TH34_1349_S02	v8	pancancer
TPBG	TH34_1349_S02	v8	pancancer
TTC1	TH34_1349_S02	v8	pancancer
TTR	TH34_1349_S02	v8	pancancer
UGT1A1	TH34_1349_S02	v8	pancancer
UGT2B4	TH34_1349_S02	v8	pancancer
UGT2B7	TH34_1349_S02	v8	pancancer
VTN	TH34_1349_S02	v8	pancancer
ZMAT3	TH34_1349_S02	v8	pancancer
ZNF711	TH34_1349_S02	v8	pancancer
ZSWIM6	TH34_1349_S02	v8	pancancer
ABI3	TH34_1350_S01	v8	pancancer
AC009950.1	TH34_1350_S01	v8	pancancer
AC138035.2	TH34_1350_S01	v8	pancancer
ACAP1	TH34_1350_S01	v8	pancancer
ACRBP	TH34_1350_S01	v8	pancancer
ADGRE2	TH34_1350_S01	v8	pancancer
ADRBK1	TH34_1350_S01	v8	pancancer
AHSP	TH34_1350_S01	v8	pancancer
AKNA	TH34_1350_S01	v8	pancancer
ALAS2	TH34_1350_S01	v8	pancancer
ALOX5	TH34_1350_S01	v8	pancancer
AMICA1	TH34_1350_S01	v8	pancancer
ANKRD13D	TH34_1350_S01	v8	pancancer
AOAH	TH34_1350_S01	v8	pancancer
APOBEC3A	TH34_1350_S01	v8	pancancer
APOBR	TH34_1350_S01	v8	pancancer
ARAP1	TH34_1350_S01	v8	pancancer
ARHGAP30	TH34_1350_S01	v8	pancancer
ARHGAP4	TH34_1350_S01	v8	pancancer
ARHGAP9	TH34_1350_S01	v8	pancancer
ARHGDIB	TH34_1350_S01	v8	pancancer
ARHGEF1	TH34_1350_S01	v8	pancancer
ARID3A	TH34_1350_S01	v8	pancancer
ARL8A	TH34_1350_S01	v8	pancancer
ARRB2	TH34_1350_S01	v8	pancancer
ATG16L2	TH34_1350_S01	v8	pancancer
ATP6V0C	TH34_1350_S01	v8	pancancer
AZU1	TH34_1350_S01	v8	pancancer
BIN2	TH34_1350_S01	v8	pancancer
BPI	TH34_1350_S01	v8	pancancer
BST1	TH34_1350_S01	v8	pancancer
BTK	TH34_1350_S01	v8	pancancer
C10orf54	TH34_1350_S01	v8	pancancer
C11orf21	TH34_1350_S01	v8	pancancer
C15orf39	TH34_1350_S01	v8	pancancer
C19orf38	TH34_1350_S01	v8	pancancer
C1orf162	TH34_1350_S01	v8	pancancer
C1orf228	TH34_1350_S01	v8	pancancer
C2CD2L	TH34_1350_S01	v8	pancancer
C5AR1	TH34_1350_S01	v8	pancancer
CA1	TH34_1350_S01	v8	pancancer
CAMP	TH34_1350_S01	v8	pancancer
CAMTA2	TH34_1350_S01	v8	pancancer
CBFA2T3	TH34_1350_S01	v8	pancancer
CCDC88B	TH34_1350_S01	v8	pancancer
CCR1	TH34_1350_S01	v8	pancancer
CD177	TH34_1350_S01	v8	pancancer
CD300A	TH34_1350_S01	v8	pancancer
CD300C	TH34_1350_S01	v8	pancancer
CD300E	TH34_1350_S01	v8	pancancer
CD300LF	TH34_1350_S01	v8	pancancer
CD33	TH34_1350_S01	v8	pancancer
CD37	TH34_1350_S01	v8	pancancer
CD6	TH34_1350_S01	v8	pancancer
CD68	TH34_1350_S01	v8	pancancer
CDA	TH34_1350_S01	v8	pancancer
CEACAM3	TH34_1350_S01	v8	pancancer
CEACAM8	TH34_1350_S01	v8	pancancer
CFP	TH34_1350_S01	v8	pancancer
CLEC12A	TH34_1350_S01	v8	pancancer
CLEC4E	TH34_1350_S01	v8	pancancer
CLK3	TH34_1350_S01	v8	pancancer
CORO1A	TH34_1350_S01	v8	pancancer
CORO7	TH34_1350_S01	v8	pancancer
COTL1	TH34_1350_S01	v8	pancancer
CRTC2	TH34_1350_S01	v8	pancancer
CSF2RB	TH34_1350_S01	v8	pancancer
CSF3R	TH34_1350_S01	v8	pancancer
CSK	TH34_1350_S01	v8	pancancer
CSNK1G2	TH34_1350_S01	v8	pancancer
CST7	TH34_1350_S01	v8	pancancer
CTC-251I16.1	TH34_1350_S01	v8	pancancer
CTD-2006K23.1	TH34_1350_S01	v8	pancancer
CTD-2370N5.3	TH34_1350_S01	v8	pancancer
CTSG	TH34_1350_S01	v8	pancancer
CX3CR1	TH34_1350_S01	v8	pancancer
CXCR2P1	TH34_1350_S01	v8	pancancer
CYTH4	TH34_1350_S01	v8	pancancer
DEDD2	TH34_1350_S01	v8	pancancer
DEFA1	TH34_1350_S01	v8	pancancer
DEFA1B	TH34_1350_S01	v8	pancancer
DEFA3	TH34_1350_S01	v8	pancancer
DEFA4	TH34_1350_S01	v8	pancancer
DENND4B	TH34_1350_S01	v8	pancancer
DGKZ	TH34_1350_S01	v8	pancancer
DOK2	TH34_1350_S01	v8	pancancer
DOK3	TH34_1350_S01	v8	pancancer
DPEP2	TH34_1350_S01	v8	pancancer
ELANE	TH34_1350_S01	v8	pancancer
EPB42	TH34_1350_S01	v8	pancancer
EVI2B	TH34_1350_S01	v8	pancancer
FAM193B	TH34_1350_S01	v8	pancancer
FAM78A	TH34_1350_S01	v8	pancancer
FBRS	TH34_1350_S01	v8	pancancer
FCAR	TH34_1350_S01	v8	pancancer
FCER1G	TH34_1350_S01	v8	pancancer
FCGR2C	TH34_1350_S01	v8	pancancer
FCGR3B	TH34_1350_S01	v8	pancancer
FCN1	TH34_1350_S01	v8	pancancer
FES	TH34_1350_S01	v8	pancancer
FGD2	TH34_1350_S01	v8	pancancer
FGD3	TH34_1350_S01	v8	pancancer
FGFBP2	TH34_1350_S01	v8	pancancer
FGL2	TH34_1350_S01	v8	pancancer
FGR	TH34_1350_S01	v8	pancancer
FLI1	TH34_1350_S01	v8	pancancer
FLT3LG	TH34_1350_S01	v8	pancancer
FMNL1	TH34_1350_S01	v8	pancancer
FPR1	TH34_1350_S01	v8	pancancer
FYB	TH34_1350_S01	v8	pancancer
GAPT	TH34_1350_S01	v8	pancancer
GBP5	TH34_1350_S01	v8	pancancer
GIMAP4	TH34_1350_S01	v8	pancancer
GMIP	TH34_1350_S01	v8	pancancer
GPBAR1	TH34_1350_S01	v8	pancancer
GPSM3	TH34_1350_S01	v8	pancancer
GRK6	TH34_1350_S01	v8	pancancer
GZMH	TH34_1350_S01	v8	pancancer
HBA1	TH34_1350_S01	v8	pancancer
HBA2	TH34_1350_S01	v8	pancancer
HBB	TH34_1350_S01	v8	pancancer
HBD	TH34_1350_S01	v8	pancancer
HBG1	TH34_1350_S01	v8	pancancer
HBG2	TH34_1350_S01	v8	pancancer
HBM	TH34_1350_S01	v8	pancancer
HCK	TH34_1350_S01	v8	pancancer
HK3	TH34_1350_S01	v8	pancancer
HSPA7	TH34_1350_S01	v8	pancancer
HVCN1	TH34_1350_S01	v8	pancancer
ICAM3	TH34_1350_S01	v8	pancancer
IKZF1	TH34_1350_S01	v8	pancancer
IL10RA	TH34_1350_S01	v8	pancancer
IL17RA	TH34_1350_S01	v8	pancancer
IRF5	TH34_1350_S01	v8	pancancer
ITGAL	TH34_1350_S01	v8	pancancer
ITGAM	TH34_1350_S01	v8	pancancer
ITGAX	TH34_1350_S01	v8	pancancer
ITGB2	TH34_1350_S01	v8	pancancer
ITGB2-AS1	TH34_1350_S01	v8	pancancer
KLF2	TH34_1350_S01	v8	pancancer
LENG8	TH34_1350_S01	v8	pancancer
LILRA1	TH34_1350_S01	v8	pancancer
LILRA2	TH34_1350_S01	v8	pancancer
LILRA5	TH34_1350_S01	v8	pancancer
LILRA6	TH34_1350_S01	v8	pancancer
LILRB1	TH34_1350_S01	v8	pancancer
LILRB2	TH34_1350_S01	v8	pancancer
LILRB3	TH34_1350_S01	v8	pancancer
LINC01272	TH34_1350_S01	v8	pancancer
LPAR2	TH34_1350_S01	v8	pancancer
LRRC25	TH34_1350_S01	v8	pancancer
LSP1	TH34_1350_S01	v8	pancancer
LST1	TH34_1350_S01	v8	pancancer
LTA4H	TH34_1350_S01	v8	pancancer
LYL1	TH34_1350_S01	v8	pancancer
MAP4K2	TH34_1350_S01	v8	pancancer
MCEMP1	TH34_1350_S01	v8	pancancer
MEFV	TH34_1350_S01	v8	pancancer
MICAL1	TH34_1350_S01	v8	pancancer
MMP8	TH34_1350_S01	v8	pancancer
MNDA	TH34_1350_S01	v8	pancancer
MOB3A	TH34_1350_S01	v8	pancancer
MPEG1	TH34_1350_S01	v8	pancancer
MPO	TH34_1350_S01	v8	pancancer
MS4A14	TH34_1350_S01	v8	pancancer
MS4A3	TH34_1350_S01	v8	pancancer
MS4A7	TH34_1350_S01	v8	pancancer
MYD88	TH34_1350_S01	v8	pancancer
MYO1F	TH34_1350_S01	v8	pancancer
MYO1G	TH34_1350_S01	v8	pancancer
NADK	TH34_1350_S01	v8	pancancer
NCF1	TH34_1350_S01	v8	pancancer
NCF1B	TH34_1350_S01	v8	pancancer
NCF1C	TH34_1350_S01	v8	pancancer
NCF2	TH34_1350_S01	v8	pancancer
NCF4	TH34_1350_S01	v8	pancancer
NFAM1	TH34_1350_S01	v8	pancancer
NFE2	TH34_1350_S01	v8	pancancer
NFKBIA	TH34_1350_S01	v8	pancancer
NFKBID	TH34_1350_S01	v8	pancancer
NKG7	TH34_1350_S01	v8	pancancer
NMT1	TH34_1350_S01	v8	pancancer
NRGN	TH34_1350_S01	v8	pancancer
NRROS	TH34_1350_S01	v8	pancancer
OSCAR	TH34_1350_S01	v8	pancancer
P2RX1	TH34_1350_S01	v8	pancancer
P2RY13	TH34_1350_S01	v8	pancancer
PADI4	TH34_1350_S01	v8	pancancer
PARVG	TH34_1350_S01	v8	pancancer
PFN1	TH34_1350_S01	v8	pancancer
PGLYRP1	TH34_1350_S01	v8	pancancer
PIK3AP1	TH34_1350_S01	v8	pancancer
PIK3R5	TH34_1350_S01	v8	pancancer
PILRA	TH34_1350_S01	v8	pancancer
PLAC8	TH34_1350_S01	v8	pancancer
PLCB2	TH34_1350_S01	v8	pancancer
POU2F2	TH34_1350_S01	v8	pancancer
PRAM1	TH34_1350_S01	v8	pancancer
PRR14	TH34_1350_S01	v8	pancancer
PRSS57	TH34_1350_S01	v8	pancancer
PRTN3	TH34_1350_S01	v8	pancancer
PTGER4	TH34_1350_S01	v8	pancancer
PTPN18	TH34_1350_S01	v8	pancancer
PTPN6	TH34_1350_S01	v8	pancancer
RAB7A	TH34_1350_S01	v8	pancancer
RAB8A	TH34_1350_S01	v8	pancancer
RASAL3	TH34_1350_S01	v8	pancancer
RASGRP2	TH34_1350_S01	v8	pancancer
RASGRP4	TH34_1350_S01	v8	pancancer
RELT	TH34_1350_S01	v8	pancancer
RETN	TH34_1350_S01	v8	pancancer
REXO1	TH34_1350_S01	v8	pancancer
RGL4	TH34_1350_S01	v8	pancancer
RGS19	TH34_1350_S01	v8	pancancer
RHOG	TH34_1350_S01	v8	pancancer
RIN3	TH34_1350_S01	v8	pancancer
RNA5SP216	TH34_1350_S01	v8	pancancer
RNASE2	TH34_1350_S01	v8	pancancer
RNASE3	TH34_1350_S01	v8	pancancer
RNF166	TH34_1350_S01	v8	pancancer
ROGDI	TH34_1350_S01	v8	pancancer
RP11-362F19.1	TH34_1350_S01	v8	pancancer
RP11-3P17.5	TH34_1350_S01	v8	pancancer
RP11-478C6.4	TH34_1350_S01	v8	pancancer
RP11-498C9.3	TH34_1350_S01	v8	pancancer
RP11-750H9.5	TH34_1350_S01	v8	pancancer
RP11-802E16.3	TH34_1350_S01	v8	pancancer
RP4-669L17.8	TH34_1350_S01	v8	pancancer
RP5-1171I10.5	TH34_1350_S01	v8	pancancer
RP6-159A1.4	TH34_1350_S01	v8	pancancer
S100A12	TH34_1350_S01	v8	pancancer
S100A8	TH34_1350_S01	v8	pancancer
S1PR4	TH34_1350_S01	v8	pancancer
SAP25	TH34_1350_S01	v8	pancancer
SASH3	TH34_1350_S01	v8	pancancer
SCIMP	TH34_1350_S01	v8	pancancer
SECTM1	TH34_1350_S01	v8	pancancer
SELL	TH34_1350_S01	v8	pancancer
SELPLG	TH34_1350_S01	v8	pancancer
SH2B2	TH34_1350_S01	v8	pancancer
SH2D3C	TH34_1350_S01	v8	pancancer
SH3BGRL3	TH34_1350_S01	v8	pancancer
SH3BP2	TH34_1350_S01	v8	pancancer
SHKBP1	TH34_1350_S01	v8	pancancer
SIDT2	TH34_1350_S01	v8	pancancer
SIGLEC10	TH34_1350_S01	v8	pancancer
SIGLEC14	TH34_1350_S01	v8	pancancer
SIGLEC5	TH34_1350_S01	v8	pancancer
SIGLEC7	TH34_1350_S01	v8	pancancer
SIGLEC9	TH34_1350_S01	v8	pancancer
SIRPB1	TH34_1350_S01	v8	pancancer
SLC11A1	TH34_1350_S01	v8	pancancer
SLC4A1	TH34_1350_S01	v8	pancancer
SLC7A7	TH34_1350_S01	v8	pancancer
SMAP2	TH34_1350_S01	v8	pancancer
SNAP29	TH34_1350_S01	v8	pancancer
SNRPGP10	TH34_1350_S01	v8	pancancer
SOS1	TH34_1350_S01	v8	pancancer
SP110	TH34_1350_S01	v8	pancancer
SPI1	TH34_1350_S01	v8	pancancer
SPN	TH34_1350_S01	v8	pancancer
STK10	TH34_1350_S01	v8	pancancer
STX11	TH34_1350_S01	v8	pancancer
STXBP2	TH34_1350_S01	v8	pancancer
TAGAP	TH34_1350_S01	v8	pancancer
TCF7L2	TH34_1350_S01	v8	pancancer
TMC8	TH34_1350_S01	v8	pancancer
TNFRSF1B	TH34_1350_S01	v8	pancancer
TRAF3IP3	TH34_1350_S01	v8	pancancer
TSPAN32	TH34_1350_S01	v8	pancancer
TYROBP	TH34_1350_S01	v8	pancancer
UBXN11	TH34_1350_S01	v8	pancancer
UNC119	TH34_1350_S01	v8	pancancer
VSTM1	TH34_1350_S01	v8	pancancer
WAS	TH34_1350_S01	v8	pancancer
ZRSR2	TH34_1350_S01	v8	pancancer
ZYX	TH34_1350_S01	v8	pancancer
AC005154.6	TH34_1351_S01	v8	pancancer
ACAN	TH34_1351_S01	v8	pancancer
ADAMTS10	TH34_1351_S01	v8	pancancer
AGER	TH34_1351_S01	v8	pancancer
AKAP10	TH34_1351_S01	v8	pancancer
ALKBH5	TH34_1351_S01	v8	pancancer
ALPL	TH34_1351_S01	v8	pancancer
AQP4	TH34_1351_S01	v8	pancancer
ATP8B2	TH34_1351_S01	v8	pancancer
ATPAF2	TH34_1351_S01	v8	pancancer
BARX1	TH34_1351_S01	v8	pancancer
BRIX1	TH34_1351_S01	v8	pancancer
C19orf43	TH34_1351_S01	v8	pancancer
C1QTNF3	TH34_1351_S01	v8	pancancer
C3orf58	TH34_1351_S01	v8	pancancer
C4BPA	TH34_1351_S01	v8	pancancer
CCDC130	TH34_1351_S01	v8	pancancer
CDC37	TH34_1351_S01	v8	pancancer
CLDN18	TH34_1351_S01	v8	pancancer
CLEC11A	TH34_1351_S01	v8	pancancer
COL11A1	TH34_1351_S01	v8	pancancer
COL11A2	TH34_1351_S01	v8	pancancer
COL13A1	TH34_1351_S01	v8	pancancer
COL16A1	TH34_1351_S01	v8	pancancer
COL27A1	TH34_1351_S01	v8	pancancer
COL2A1	TH34_1351_S01	v8	pancancer
COPA	TH34_1351_S01	v8	pancancer
COPS3	TH34_1351_S01	v8	pancancer
COX10-AS1	TH34_1351_S01	v8	pancancer
CTB-134H23.3	TH34_1351_S01	v8	pancancer
CTD-3252C9.4	TH34_1351_S01	v8	pancancer
CTSE	TH34_1351_S01	v8	pancancer
CYP2B7P	TH34_1351_S01	v8	pancancer
DHRS7B	TH34_1351_S01	v8	pancancer
DNAJC21	TH34_1351_S01	v8	pancancer
DRG2	TH34_1351_S01	v8	pancancer
EGFL6	TH34_1351_S01	v8	pancancer
ELAC2	TH34_1351_S01	v8	pancancer
FAM118A	TH34_1351_S01	v8	pancancer
FAM156A	TH34_1351_S01	v8	pancancer
FASTKD1	TH34_1351_S01	v8	pancancer
FKBP7	TH34_1351_S01	v8	pancancer
FLCN	TH34_1351_S01	v8	pancancer
FLII	TH34_1351_S01	v8	pancancer
FLRT2	TH34_1351_S01	v8	pancancer
GAS7	TH34_1351_S01	v8	pancancer
HAPLN1	TH34_1351_S01	v8	pancancer
HERC2P2	TH34_1351_S01	v8	pancancer
HS3ST3A1	TH34_1351_S01	v8	pancancer
IBSP	TH34_1351_S01	v8	pancancer
IFITM5	TH34_1351_S01	v8	pancancer
ILF3	TH34_1351_S01	v8	pancancer
INSC	TH34_1351_S01	v8	pancancer
KRI1	TH34_1351_S01	v8	pancancer
LZTR1	TH34_1351_S01	v8	pancancer
MAP2K4	TH34_1351_S01	v8	pancancer
MAPK7	TH34_1351_S01	v8	pancancer
MARCO	TH34_1351_S01	v8	pancancer
MAST2	TH34_1351_S01	v8	pancancer
MIA	TH34_1351_S01	v8	pancancer
MKNK1	TH34_1351_S01	v8	pancancer
MPRIP	TH34_1351_S01	v8	pancancer
MRI1	TH34_1351_S01	v8	pancancer
MSL3	TH34_1351_S01	v8	pancancer
NAPSA	TH34_1351_S01	v8	pancancer
NCOR1	TH34_1351_S01	v8	pancancer
NDNF	TH34_1351_S01	v8	pancancer
NIPBL	TH34_1351_S01	v8	pancancer
NKX2-1	TH34_1351_S01	v8	pancancer
OGN	TH34_1351_S01	v8	pancancer
OMD	TH34_1351_S01	v8	pancancer
OXCT1	TH34_1351_S01	v8	pancancer
P3H1	TH34_1351_S01	v8	pancancer
PCDH18	TH34_1351_S01	v8	pancancer
PDE4DIP	TH34_1351_S01	v8	pancancer
PEBP4	TH34_1351_S01	v8	pancancer
PGC	TH34_1351_S01	v8	pancancer
PHOSPHO1	TH34_1351_S01	v8	pancancer
PIGL	TH34_1351_S01	v8	pancancer
PPAN	TH34_1351_S01	v8	pancancer
PRPSAP2	TH34_1351_S01	v8	pancancer
PRUNE	TH34_1351_S01	v8	pancancer
PTH1R	TH34_1351_S01	v8	pancancer
RAD1	TH34_1351_S01	v8	pancancer
RAI1	TH34_1351_S01	v8	pancancer
RCOR2	TH34_1351_S01	v8	pancancer
REG1A	TH34_1351_S01	v8	pancancer
RGS3	TH34_1351_S01	v8	pancancer
RHBDL2	TH34_1351_S01	v8	pancancer
RP11-734K23.9	TH34_1351_S01	v8	pancancer
RP4-765C7.2	TH34_1351_S01	v8	pancancer
RUNX2	TH34_1351_S01	v8	pancancer
SCGB1A1	TH34_1351_S01	v8	pancancer
SCGB3A1	TH34_1351_S01	v8	pancancer
SCGB3A2	TH34_1351_S01	v8	pancancer
SCO1	TH34_1351_S01	v8	pancancer
SFTA2	TH34_1351_S01	v8	pancancer
SFTA3	TH34_1351_S01	v8	pancancer
SFTPA1	TH34_1351_S01	v8	pancancer
SFTPA2	TH34_1351_S01	v8	pancancer
SFTPB	TH34_1351_S01	v8	pancancer
SFTPC	TH34_1351_S01	v8	pancancer
SFTPD	TH34_1351_S01	v8	pancancer
SH3BP2	TH34_1351_S01	v8	pancancer
SLC22A31	TH34_1351_S01	v8	pancancer
SP7	TH34_1351_S01	v8	pancancer
SRSF11	TH34_1351_S01	v8	pancancer
STX10	TH34_1351_S01	v8	pancancer
STX8	TH34_1351_S01	v8	pancancer
TARS	TH34_1351_S01	v8	pancancer
THBS3	TH34_1351_S01	v8	pancancer
THEM4	TH34_1351_S01	v8	pancancer
TMEM11	TH34_1351_S01	v8	pancancer
TMEM119	TH34_1351_S01	v8	pancancer
TMEM263	TH34_1351_S01	v8	pancancer
TMTC2	TH34_1351_S01	v8	pancancer
TNNT3	TH34_1351_S01	v8	pancancer
TNPO2	TH34_1351_S01	v8	pancancer
TOM1L2	TH34_1351_S01	v8	pancancer
TOP3A	TH34_1351_S01	v8	pancancer
TRMT1	TH34_1351_S01	v8	pancancer
TTC19	TH34_1351_S01	v8	pancancer
TVP23B	TH34_1351_S01	v8	pancancer
TYK2	TH34_1351_S01	v8	pancancer
UBE2G2	TH34_1351_S01	v8	pancancer
ULK2	TH34_1351_S01	v8	pancancer
UPK3B	TH34_1351_S01	v8	pancancer
USP32P3	TH34_1351_S01	v8	pancancer
WDR70	TH34_1351_S01	v8	pancancer
WWP2	TH34_1351_S01	v8	pancancer
ZNF131	TH34_1351_S01	v8	pancancer
ZNF18	TH34_1351_S01	v8	pancancer
ZNF266	TH34_1351_S01	v8	pancancer
ZNF280D	TH34_1351_S01	v8	pancancer
ZNF286A	TH34_1351_S01	v8	pancancer
ZNF287	TH34_1351_S01	v8	pancancer
ZNF317	TH34_1351_S01	v8	pancancer
ZNF559	TH34_1351_S01	v8	pancancer
ABCA8	TH34_1352_S01	v8	pancancer
AC002398.12	TH34_1352_S01	v8	pancancer
AC005154.6	TH34_1352_S01	v8	pancancer
AC093642.3	TH34_1352_S01	v8	pancancer
AC159540.1	TH34_1352_S01	v8	pancancer
ACIN1	TH34_1352_S01	v8	pancancer
ADGRA2	TH34_1352_S01	v8	pancancer
AEBP2	TH34_1352_S01	v8	pancancer
AFP	TH34_1352_S01	v8	pancancer
AGER	TH34_1352_S01	v8	pancancer
AHI1	TH34_1352_S01	v8	pancancer
AL603831.1	TH34_1352_S01	v8	pancancer
ALB	TH34_1352_S01	v8	pancancer
ALOX15	TH34_1352_S01	v8	pancancer
APPL1	TH34_1352_S01	v8	pancancer
ARHGAP21	TH34_1352_S01	v8	pancancer
ARL15	TH34_1352_S01	v8	pancancer
ARSI	TH34_1352_S01	v8	pancancer
ASIC1	TH34_1352_S01	v8	pancancer
ATG16L1	TH34_1352_S01	v8	pancancer
ATN1	TH34_1352_S01	v8	pancancer
ATP2B4	TH34_1352_S01	v8	pancancer
ATP8B4	TH34_1352_S01	v8	pancancer
ATXN1	TH34_1352_S01	v8	pancancer
ATXN2	TH34_1352_S01	v8	pancancer
BIRC2	TH34_1352_S01	v8	pancancer
BMP4	TH34_1352_S01	v8	pancancer
BOC	TH34_1352_S01	v8	pancancer
BRINP1	TH34_1352_S01	v8	pancancer
BRPF3	TH34_1352_S01	v8	pancancer
BTBD19	TH34_1352_S01	v8	pancancer
C16orf89	TH34_1352_S01	v8	pancancer
C19orf66	TH34_1352_S01	v8	pancancer
C1orf52	TH34_1352_S01	v8	pancancer
C2CD2L	TH34_1352_S01	v8	pancancer
CACNG7	TH34_1352_S01	v8	pancancer
CALB2	TH34_1352_S01	v8	pancancer
CAMK1G	TH34_1352_S01	v8	pancancer
CAP2	TH34_1352_S01	v8	pancancer
CAPRIN2	TH34_1352_S01	v8	pancancer
CASS4	TH34_1352_S01	v8	pancancer
CBFA2T2	TH34_1352_S01	v8	pancancer
CCDC184	TH34_1352_S01	v8	pancancer
CDON	TH34_1352_S01	v8	pancancer
CENPT	TH34_1352_S01	v8	pancancer
CEP164	TH34_1352_S01	v8	pancancer
CEP250	TH34_1352_S01	v8	pancancer
CEP44	TH34_1352_S01	v8	pancancer
CHD2	TH34_1352_S01	v8	pancancer
CHST1	TH34_1352_S01	v8	pancancer
CIZ1	TH34_1352_S01	v8	pancancer
CLEC11A	TH34_1352_S01	v8	pancancer
CNEP1R1	TH34_1352_S01	v8	pancancer
CNIH1	TH34_1352_S01	v8	pancancer
COG7	TH34_1352_S01	v8	pancancer
COL21A1	TH34_1352_S01	v8	pancancer
